Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,p-corr,p-adjust,BF10,hedges
prune_percent,7.840000000000002,50.04131923201864,False,True,1.737003530347583,8.0,two-sided,0.12059224867885203,1.0,bonf,1.122,0.992263541098384
prune_percent,11.526400000000002,15.065344000000003,False,True,-0.31225787405841376,8.0,two-sided,0.7628283674935683,1.0,bonf,0.508,-0.1783773598819652
prune_percent,11.526400000000002,18.462730240000003,False,True,0.6945945560961566,8.0,two-sided,0.5069767608499476,1.0,bonf,0.571,0.3967872498921842
prune_percent,11.526400000000002,21.724221030400003,False,True,-0.7847239963364312,8.0,two-sided,0.45522259973474377,1.0,bonf,0.594,-0.44827370686681933
prune_percent,11.526400000000002,24.855252189184007,False,True,-0.3818989626740911,8.0,two-sided,0.7124807983743087,1.0,bonf,0.515,-0.2181598427545882
prune_percent,11.526400000000002,27.86104210161665,False,True,0.7666702984188597,8.0,two-sided,0.4652975304454082,1.0,bonf,0.589,0.43796052907953786
prune_percent,11.526400000000002,30.746600417551985,False,True,0.39255760072993934,8.0,two-sided,0.704898311186996,1.0,bonf,0.517,0.22424859142769288
prune_percent,11.526400000000002,33.51673640084991,False,True,1.5533572223694725,8.0,two-sided,0.1589423398467476,1.0,bonf,0.968,0.8873555586560341
prune_percent,11.526400000000002,36.17606694481592,False,True,-0.1982816031237468,8.0,two-sided,0.847770749614632,1.0,bonf,0.499,-0.1132683971061724
prune_percent,11.526400000000002,38.72902426702328,False,True,0.0549890032988799,8.0,two-sided,0.9574957094175895,1.0,bonf,0.493,0.03141247682087258
prune_percent,11.526400000000002,41.179863296342354,False,True,1.6684138565864661,8.0,two-sided,0.13378767041689776,1.0,bonf,1.061,0.9530816791275164
prune_percent,11.526400000000002,43.53266876448867,False,True,-0.5047940578437997,8.0,two-sided,0.627312045331764,1.0,bonf,0.533,-0.28836368528351863
prune_percent,11.526400000000002,45.79136201390912,False,True,0.9386142839837123,8.0,two-sided,0.37539826271459775,1.0,bonf,0.642,0.5361835579947465
prune_percent,11.526400000000002,47.95970753335276,False,True,-0.06323457593114187,8.0,two-sided,0.9511311389686574,1.0,bonf,0.493,-0.03612276148957154
prune_percent,11.526400000000002,50.04131923201864,False,True,2.2210314869587173,8.0,two-sided,0.0570901727371843,1.0,bonf,1.719,1.2687645877724067
prune_percent,15.065344000000003,18.462730240000003,False,True,0.8529431948050047,8.0,two-sided,0.41849390346406146,1.0,bonf,0.614,0.4872439347682989
prune_percent,15.065344000000003,21.724221030400003,False,True,-0.45059884953506624,8.0,two-sided,0.6642402481190169,1.0,bonf,0.525,-0.25740466397615974
prune_percent,15.065344000000003,24.855252189184007,False,True,-0.08958452113216434,8.0,two-sided,0.9308195909990759,1.0,bonf,0.494,-0.051175171848048456
prune_percent,15.065344000000003,27.86104210161665,False,True,0.893788644940631,8.0,two-sided,0.3975255437234063,1.0,bonf,0.627,0.5105769046104639
prune_percent,15.065344000000003,30.746600417551985,False,True,0.5644407606407018,8.0,two-sided,0.5879260044109993,1.0,bonf,0.544,0.32243687367839413
prune_percent,15.065344000000003,33.51673640084991,False,True,1.46047141490488,8.0,two-sided,0.18228958770059073,1.0,bonf,0.902,0.8342945264690954
prune_percent,15.065344000000003,36.17606694481592,False,True,0.08808853750921722,8.0,two-sided,0.931971459463032,1.0,bonf,0.494,0.05032059096712552
prune_percent,15.065344000000003,38.72902426702328,False,True,0.22871615094704048,8.0,two-sided,0.8248278268218503,1.0,bonf,0.501,0.13065413735784967
prune_percent,15.065344000000003,41.179863296342354,False,True,1.6879591742565452,8.0,two-sided,0.12989717056900796,1.0,bonf,1.078,0.9642469449340428
prune_percent,15.065344000000003,43.53266876448867,False,True,-0.27560527370872784,8.0,two-sided,0.789836307262189,1.0,bonf,0.504,-0.15743955614234612
prune_percent,15.065344000000003,45.79136201390912,False,True,1.0601607507785453,8.0,two-sided,0.3200270735454523,1.0,bonf,0.688,0.605616996351492
prune_percent,15.065344000000003,47.95970753335276,False,True,0.12702589121052288,8.0,two-sided,0.9020546604944357,1.0,bonf,0.495,0.07256356041977051
prune_percent,15.065344000000003,50.04131923201864,False,True,2.18766972038209,8.0,two-sided,0.06013908272084465,1.0,bonf,1.667,1.249706673345487
prune_percent,18.462730240000003,21.724221030400003,False,True,-1.2439642194848235,8.0,two-sided,0.2487248678080535,1.0,bonf,0.773,-0.710614756884634
prune_percent,18.462730240000003,24.855252189184007,False,True,-0.8684071896469318,8.0,two-sided,0.4104649743507015,1.0,bonf,0.619,-0.4960777442645337
prune_percent,18.462730240000003,27.86104210161665,False,True,0.40086976968500754,8.0,two-sided,0.6990092950489826,1.0,bonf,0.518,0.22899691925631482
prune_percent,18.462730240000003,30.746600417551985,False,True,-0.03527063205222827,8.0,two-sided,0.9727281233396687,1.0,bonf,0.493,-0.020148354131392564
prune_percent,18.462730240000003,33.51673640084991,False,True,0.5891051320219814,8.0,two-sided,0.5720462688377543,1.0,bonf,0.548,0.33652639972607973
prune_percent,18.462730240000003,36.17606694481592,False,True,-0.7273875386599861,8.0,two-sided,0.4877267677656377,1.0,bonf,0.579,-0.4155202463619448
prune_percent,18.462730240000003,38.72902426702328,False,True,-0.29439543625189984,8.0,two-sided,0.7759500638133742,1.0,bonf,0.506,-0.16817343946333807
prune_percent,18.462730240000003,41.179863296342354,False,True,1.0723837173042776,8.0,two-sided,0.3148285156023268,1.0,bonf,0.693,0.6125993679101284
prune_percent,18.462730240000003,43.53266876448867,False,True,-0.8708694392157301,8.0,two-sided,0.4091967276378917,1.0,bonf,0.62,-0.4974843047196613
prune_percent,18.462730240000003,45.79136201390912,False,True,0.3758136264719088,8.0,two-sided,0.7168252436891198,1.0,bonf,0.515,0.21468359348781593
prune_percent,18.462730240000003,47.95970753335276,False,True,-0.4284159857355344,8.0,two-sided,0.6796496329262276,1.0,bonf,0.522,-0.24473269952654117
prune_percent,18.462730240000003,50.04131923201864,False,True,1.6549934573925544,8.0,two-sided,0.1365210158831782,1.0,bonf,1.049,0.945415273968029
prune_percent,21.724221030400003,24.855252189184007,False,True,0.3390566605327767,8.0,two-sided,0.7432953925314048,1.0,bonf,0.511,0.19368617088873952
prune_percent,21.724221030400003,27.86104210161665,False,True,1.1713541216974683,8.0,two-sided,0.27515992433395803,1.0,bonf,0.737,0.6691362270536878
prune_percent,21.724221030400003,30.746600417551985,False,True,0.89608777215305,8.0,two-sided,0.39636811054920895,1.0,bonf,0.628,0.5118902813937419
prune_percent,21.724221030400003,33.51673640084991,False,True,1.7874227519418604,8.0,two-sided,0.11167812918256328,1.0,bonf,1.17,1.0210655293986326
prune_percent,21.724221030400003,36.17606694481592,False,True,0.5209775137436357,8.0,two-sided,0.6164916338085389,1.0,bonf,0.536,0.29760848702273407
prune_percent,21.724221030400003,38.72902426702328,False,True,0.5371759473060402,8.0,two-sided,0.6057601533843828,1.0,bonf,0.539,0.30686184475405787
prune_percent,21.724221030400003,41.179863296342354,False,True,1.9664439883600384,8.0,two-sided,0.08480880961330739,1.0,bonf,1.366,1.123331438981768
prune_percent,21.724221030400003,43.53266876448867,False,True,0.08043918895335432,8.0,two-sided,0.9378638639123726,1.0,bonf,0.493,0.0459508993962526
prune_percent,21.724221030400003,45.79136201390912,False,True,1.3960460202702663,8.0,two-sided,0.20022294117908038,1.0,bonf,0.86,0.7974915096070568
prune_percent,21.724221030400003,47.95970753335276,False,True,0.45332007524192525,8.0,two-sided,0.6623613927597849,1.0,bonf,0.525,0.2589591645910638
prune_percent,21.724221030400003,50.04131923201864,False,True,2.4188218059885673,8.0,two-sided,0.041927091417952415,1.0,bonf,2.07,1.3817523387623345
prune_percent,24.855252189184007,27.86104210161665,False,True,0.9223312920339181,8.0,two-sided,0.38332905159421005,1.0,bonf,0.637,0.526881896271269
prune_percent,24.855252189184007,30.746600417551985,False,True,0.6080075969222359,8.0,two-sided,0.5600430132752965,1.0,bonf,0.552,0.347324435786295
prune_percent,24.855252189184007,33.51673640084991,False,True,1.3885827976701524,8.0,two-sided,0.20239706318013267,1.0,bonf,0.855,0.7932281425178069
prune_percent,24.855252189184007,36.17606694481592,False,True,0.16904741528994635,8.0,two-sided,0.8699554889394523,1.0,bonf,0.497,0.09656836268810909
prune_percent,24.855252189184007,38.72902426702328,False,True,0.2827956906455018,8.0,two-sided,0.7845127096122035,1.0,bonf,0.505,0.1615470829533189
prune_percent,24.855252189184007,41.179863296342354,False,True,1.6502387968873689,8.0,two-sided,0.13750168331979265,1.0,bonf,1.045,0.9426991734033675
prune_percent,24.855252189184007,43.53266876448867,False,True,-0.19645579664832355,8.0,two-sided,0.8491522933710887,1.0,bonf,0.498,-0.1122254048686717
prune_percent,24.855252189184007,45.79136201390912,False,True,1.068722279705387,8.0,two-sided,0.3163787646042035,1.0,bonf,0.692,0.6105077711033801
prune_percent,24.855252189184007,47.95970753335276,False,True,0.18726480940817133,8.0,two-sided,0.8561152197051831,1.0,bonf,0.498,0.10697505195587219
prune_percent,24.855252189184007,50.04131923201864,False,True,2.12608533758358,8.0,two-sided,0.06619517176417179,1.0,bonf,1.576,1.2145265849436053
prune_percent,27.86104210161665,30.746600417551985,False,True,-0.3618816854164859,8.0,two-sided,0.7268127154717872,1.0,bonf,0.513,-0.206724969959134
prune_percent,27.86104210161665,33.51673640084991,False,True,-0.15148199232002976,8.0,two-sided,0.8833458146222928,1.0,bonf,0.496,-0.08653411204180637
prune_percent,27.86104210161665,36.17606694481592,False,True,-0.822793150698026,8.0,two-sided,0.4344638332964149,1.0,bonf,0.605,-0.4700207173095086
prune_percent,27.86104210161665,38.72902426702328,False,True,-0.5314288424430476,8.0,two-sided,0.6095561640348581,1.0,bonf,0.538,-0.30357881019322674
prune_percent,27.86104210161665,41.179863296342354,False,True,0.2947681654387995,8.0,two-sided,0.7756754569046793,1.0,bonf,0.506,0.168386361070233
prune_percent,27.86104210161665,43.53266876448867,False,True,-0.9660204372656988,8.0,two-sided,0.36232493003583877,1.0,bonf,0.652,-0.5518393273863189
prune_percent,27.86104210161665,45.79136201390912,False,True,-0.1379773446001179,8.0,two-sided,0.8936680163316448,1.0,bonf,0.495,-0.07881957989853289
prune_percent,27.86104210161665,47.95970753335276,False,True,-0.6364793778422165,8.0,two-sided,0.5422421347062649,1.0,bonf,0.558,-0.36358894513440443
prune_percent,27.86104210161665,50.04131923201864,False,True,0.7182920515622829,8.0,two-sided,0.4930183130329616,1.0,bonf,0.577,0.4103244479206051
prune_percent,30.746600417551985,33.51673640084991,False,True,0.36859774450445193,8.0,two-sided,0.7219910489002033,1.0,bonf,0.514,0.21056151977404292
prune_percent,30.746600417551985,36.17606694481592,False,True,-0.4853391946151113,8.0,two-sided,0.6404476971685837,1.0,bonf,0.53,-0.2772500915909254
prune_percent,30.746600417551985,38.72902426702328,False,True,-0.2232510737810363,8.0,two-sided,0.828935187828802,1.0,bonf,0.5,-0.12753221116347396
prune_percent,30.746600417551985,41.179863296342354,False,True,0.804250290625326,8.0,two-sided,0.44449249653348055,1.0,bonf,0.6,0.45942810556383906
prune_percent,30.746600417551985,43.53266876448867,False,True,-0.6900155451495192,8.0,two-sided,0.5097023644620653,1.0,bonf,0.57,-0.39417148916558997
prune_percent,30.746600417551985,45.79136201390912,False,True,0.3030179279021275,8.0,two-sided,0.7696061365790328,1.0,bonf,0.507,0.17309903918059028
prune_percent,30.746600417551985,47.95970753335276,False,True,-0.3298241967076252,8.0,two-sided,0.7500032600275592,1.0,bonf,0.51,-0.18841212447020725
prune_percent,30.746600417551985,50.04131923201864,False,True,1.2663944445466917,8.0,two-sided,0.24099935941905334,1.0,bonf,0.785,0.7234280264944368
prune_percent,33.51673640084991,36.17606694481592,False,True,-1.286227298984596,8.0,two-sided,0.2343375865198437,1.0,bonf,0.796,-0.7347575477250045
prune_percent,33.51673640084991,38.72902426702328,False,True,-0.579455916100151,8.0,two-sided,0.578229672262986,1.0,bonf,0.546,-0.33101428360648694
prune_percent,33.51673640084991,41.179863296342354,False,True,0.7830902178417727,8.0,two-sided,0.456128256188603,1.0,bonf,0.594,0.44734041064366425
prune_percent,33.51673640084991,43.53266876448867,False,True,-1.2211968390370946,8.0,two-sided,0.2567770668250047,1.0,bonf,0.761,-0.697608887207399
prune_percent,33.51673640084991,45.79136201390912,False,True,-0.00838075474186679,8.0,two-sided,0.9935184260514365,1.0,bonf,0.492,-0.004787507470164876
prune_percent,33.51673640084991,47.95970753335276,False,True,-0.7391797162232183,8.0,two-sided,0.480921173068223,1.0,bonf,0.582,-0.4222565296577032
prune_percent,33.51673640084991,50.04131923201864,False,True,1.4486100913923703,8.0,two-sided,0.18548086494575963,1.0,bonf,0.894,0.8275187435388895
prune_percent,36.17606694481592,38.72902426702328,False,True,0.16608035465951565,8.0,two-sided,0.8722143120242682,1.0,bonf,0.497,0.09487342883428114
prune_percent,36.17606694481592,41.179863296342354,False,True,1.5644404010664028,8.0,two-sided,0.15634418552209975,1.0,bonf,0.977,0.8936868262374199
prune_percent,36.17606694481592,43.53266876448867,False,True,-0.33618904490584306,8.0,two-sided,0.7453764012362354,1.0,bonf,0.51,-0.19204804500886818
prune_percent,36.17606694481592,45.79136201390912,False,True,0.9515709274596226,8.0,two-sided,0.3691746928939944,1.0,bonf,0.647,0.5435850426270681
prune_percent,36.17606694481592,47.95970753335276,False,True,0.062704327782355,8.0,two-sided,0.9515403184183701,1.0,bonf,0.493,0.03581985715081592
prune_percent,36.17606694481592,50.04131923201864,False,True,2.0635089835962046,8.0,two-sided,0.07296120815867589,1.0,bonf,1.489,1.1787798328433872
prune_percent,38.72902426702328,41.179863296342354,False,True,0.9371581578091135,8.0,two-sided,0.3761025177869898,1.0,bonf,0.642,0.5353517456874887
prune_percent,38.72902426702328,43.53266876448867,False,True,-0.4078243222646072,8.0,two-sided,0.6940987070824677,1.0,bonf,0.519,-0.2329697085159933
prune_percent,38.72902426702328,45.79136201390912,False,True,0.5067304674774042,8.0,two-sided,0.6260122049254322,1.0,bonf,0.533,0.28946985959260185
prune_percent,38.72902426702328,47.95970753335276,False,True,-0.08878952276962236,8.0,two-sided,0.9314316976351305,1.0,bonf,0.494,-0.05072102890786372
prune_percent,38.72902426702328,50.04131923201864,False,True,1.3379476183017849,8.0,two-sided,0.2176959075348468,1.0,bonf,0.825,0.7643027883049953
prune_percent,41.179863296342354,43.53266876448867,False,True,-1.5118024756536916,8.0,two-sided,0.16903403572217438,1.0,bonf,0.938,-0.8636174030304111
prune_percent,41.179863296342354,45.79136201390912,False,True,-0.5977629134002813,8.0,two-sided,0.5665303445678582,1.0,bonf,0.55,-0.34147215870606784
prune_percent,41.179863296342354,47.95970753335276,False,True,-1.0888483090282899,8.0,two-sided,0.30793116128634856,1.0,bonf,0.7,-0.6220047685333145
prune_percent,41.179863296342354,50.04131923201864,False,True,0.582879646260641,8.0,two-sided,0.5760313766325698,1.0,bonf,0.547,0.3329700900014995
prune_percent,43.53266876448867,45.79136201390912,False,True,1.0502246806680207,8.0,two-sided,0.32430225474500124,1.0,bonf,0.684,0.5999410147312945
prune_percent,43.53266876448867,47.95970753335276,False,True,0.3278855134306845,8.0,two-sided,0.7514147178499198,1.0,bonf,0.509,0.187304651342009
prune_percent,43.53266876448867,50.04131923201864,False,True,1.9165661028884113,8.0,two-sided,0.0915993054175475,1.0,bonf,1.307,1.094838689027096
prune_percent,45.79136201390912,47.95970753335276,False,True,-0.6389651706574853,8.0,two-sided,0.5407041206526539,1.0,bonf,0.559,-0.3650089546727972
prune_percent,45.79136201390912,50.04131923201864,False,True,1.1449757049110711,8.0,two-sided,0.28531588965172866,1.0,bonf,0.725,0.654067552297568
prune_percent,47.95970753335276,50.04131923201864,False,True,1.499983136378966,8.0,two-sided,0.1720075676425248,1.0,bonf,0.929,0.8568656036026716
