run_id,prune_percent,accuracy,label
run1,0.0,42.28896103896104,baseline unpruned
run2,0.0,41.99134199134199,baseline unpruned
run3,0.0,43.56060606060606,baseline unpruned
run2,4.0000000000000036,43.45238095238095,pruned
run1,4.0000000000000036,43.88528138528139,pruned
run3,4.0000000000000036,43.83116883116883,pruned
run2,7.8400000000000025,41.693722943722946,pruned
run1,7.8400000000000025,41.28787878787879,pruned
run3,7.8400000000000025,43.777056277056275,pruned
run2,11.526400000000002,42.451298701298704,pruned
run1,11.526400000000002,42.91125541125541,pruned
run3,11.526400000000002,43.722943722943725,pruned
run2,15.065344000000003,43.66883116883117,pruned
run1,15.065344000000003,41.63961038961039,pruned
run3,15.065344000000003,43.12770562770563,pruned
run2,18.462730240000003,42.18073593073593,pruned
run1,18.462730240000003,43.29004329004329,pruned
run3,18.462730240000003,43.34415584415584,pruned
run2,21.724221030400003,43.10064935064935,pruned
run1,21.724221030400003,42.12662337662338,pruned
run3,21.724221030400003,43.34415584415584,pruned
run2,24.855252189184007,40.15151515151515,pruned
run1,24.855252189184007,41.91017316017316,pruned
run3,24.855252189184007,41.125541125541126,pruned
run2,27.86104210161665,42.18073593073593,pruned
run1,27.86104210161665,43.61471861471861,pruned
run3,27.86104210161665,42.61363636363637,pruned
run2,30.746600417551985,41.747835497835496,pruned
run1,30.746600417551985,42.96536796536797,pruned
run3,30.746600417551985,41.747835497835496,pruned
run2,33.51673640084991,41.42316017316017,pruned
run1,33.51673640084991,43.425324675324674,pruned
run3,33.51673640084991,42.77597402597402,pruned
run2,36.17606694481592,42.18073593073593,pruned
run1,36.17606694481592,42.04545454545455,pruned
run3,36.17606694481592,42.18073593073593,pruned
run2,38.729024267023284,41.07142857142857,pruned
run1,38.729024267023284,43.18181818181818,pruned
run3,38.729024267023284,42.018398268398265,pruned
run2,41.179863296342354,41.01731601731602,pruned
run1,41.179863296342354,42.34307359307359,pruned
run3,41.179863296342354,42.34307359307359,pruned
run2,43.53266876448867,42.96536796536797,pruned
run1,43.53266876448867,42.451298701298704,pruned
run3,43.53266876448867,42.18073593073593,pruned
run2,45.79136201390912,41.63961038961039,pruned
run1,45.79136201390912,40.23268398268398,pruned
run3,45.79136201390912,42.532467532467535,pruned
run2,47.959707533352756,40.124458874458874,pruned
run1,47.959707533352756,41.20670995670996,pruned
run3,47.959707533352756,41.77489177489178,pruned
run2,50.041319232018644,40.746753246753244,pruned
run1,50.041319232018644,42.099567099567096,pruned
run3,50.041319232018644,43.20887445887446,pruned
run4,0.0,44.967532467532465,baseline unpruned
run5,0.0,44.642857142857146,baseline unpruned
run4,4.0000000000000036,43.425324675324674,pruned
run5,4.0000000000000036,44.04761904761905,pruned
run4,7.8400000000000025,41.34199134199134,pruned
run5,7.8400000000000025,44.074675324675326,pruned
run4,11.526400000000002,44.53463203463203,pruned
run5,11.526400000000002,43.506493506493506,pruned
run4,15.065344000000003,44.29112554112554,pruned
run5,15.065344000000003,44.58874458874459,pruned
run4,18.462730240000003,44.66991341991342,pruned
run5,18.462730240000003,42.77597402597402,pruned
run4,21.724221030400003,43.56060606060606,pruned
run5,21.724221030400003,43.26298701298701,pruned
run4,24.855252189184007,43.53354978354978,pruned
run5,24.855252189184007,43.23593073593074,pruned
run4,27.86104210161665,42.96536796536797,pruned
run5,27.86104210161665,43.12770562770563,pruned
run4,30.746600417551985,44.426406926406926,pruned
run5,30.746600417551985,42.91125541125541,pruned
run4,33.51673640084991,42.586580086580085,pruned
run5,33.51673640084991,41.99134199134199,pruned
run4,36.17606694481592,42.99242424242424,pruned
run5,36.17606694481592,42.72186147186147,pruned
run5,38.729024267023284,40.31385281385281,pruned
run4,38.729024267023284,40.422077922077925,pruned
run4,41.179863296342354,43.0465367965368,pruned
run5,41.179863296342354,44.615800865800864,pruned
run4,43.53266876448867,43.01948051948052,pruned
run5,43.53266876448867,42.42424242424242,pruned
run4,45.79136201390912,43.91233766233766,pruned
run5,45.79136201390912,42.39718614718615,pruned
run4,47.959707533352756,40.422077922077925,pruned
run5,47.959707533352756,43.3982683982684,pruned
run4,50.041319232018644,43.3982683982684,pruned
run5,50.041319232018644,42.667748917748916,pruned
